Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Dorea_sp._AF36_15AT	GO:0015424	amino acid-transporting ATPase activity	150	80	0.161	0.55	0.389	0.00119208336391297	Pre-HIV+	MF	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + amino acid(out/in) = ADP + phosphate + amino acid(in/out).
s__Anthropogastromicrobium_aceti	GO:0008930	methylthioadenosine nucleosidase activity	150	82	-0.024	-0.443	0.419	0.00119369133810787	Pre-HIV-	MF	Catalysis of the reaction: methylthioadenosine + H2O = adenine + 5-methylthio-D-ribose.
s__Coprococcus_eutactus	GO:0018492	carbon-monoxide dehydrogenase (acceptor) activity	151	82	-0.001	-0.424	0.423	0.00119445825254538	Pre-HIV-	MF	Catalysis of the reaction: CO + H2O + acceptor = CO2 + reduced acceptor.
s__Anthropogastromicrobium_aceti	GO:0019509	L-methionine salvage from methylthioadenosine	150	82	-0.023	-0.442	0.419	0.00119530237976462	Pre-HIV-	BP	The generation of L-methionine (2-amino-4-(methylthio)butanoic acid) from methylthioadenosine.
s__Anthropogastromicrobium_aceti	GO:0008782	adenosylhomocysteine nucleosidase activity	150	82	-0.025	-0.443	0.419	0.00119835322298667	Pre-HIV-	MF	Catalysis of the reaction: S-adenosyl-L-homocysteine + H2O = adenine + S-D-ribosyl-L-homocysteine.
s__Anthropogastromicrobium_aceti	GO:0009164	nucleoside catabolic process	150	82	-0.025	-0.443	0.419	0.00119835322298889	Pre-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of any one of a family of organic molecules consisting of a purine or pyrimidine base covalently bonded to a sugar ribose (a ribonucleoside) or deoxyribose (a deoxyribonucleoside).
s__Yeguia_hominis	GO:0006528	asparagine metabolic process	148	82	-0.085	-0.491	0.407	0.00120190668127451	Pre-HIV-	BP	The chemical reactions and pathways involving asparagine, 2-amino-3-carbamoylpropanoic acid.
s__Dorea_ammoniilytica	GO:0018580	nitronate monooxygenase activity	150	80	0.222	0.592	0.37	0.0012061366392162	Pre-HIV+	MF	Catalysis of the reaction: ethylnitronate + O(2) = acetaldehyde + nitrite.
s__Gemmiger_formicilis	GO:0008176	tRNA (guanine-N7-)-methyltransferase activity	151	82	0.08	-0.355	0.435	0.0012064372798759	Pre-HIV-	MF	Catalysis of the reaction: S-adenosyl-L-methionine + tRNA = S-adenosyl-L-homocysteine + tRNA containing N7-methylguanine.
s__Oscillibacter_sp._MCC667	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	150	81	-0.114	0.326	0.441	0.00120816746811681	Pre-HIV+	MF	Catalysis of the reaction: D-glyceraldehyde 3-phosphate + H(+) + pyruvate = 1-deoxy-D-xylulose 5-phosphate + CO(2).
s__Blautia_obeum	GO:0097367	carbohydrate derivative binding	151	82	0.007	0.428	0.421	0.00120986010399471	Pre-HIV+	MF	Interacting selectively and non-covalently with a carbohydrate derivative.
s__Oscillibacter_sp._MSJ_31	GO:0006094	gluconeogenesis	149	81	0.044	0.461	0.416	0.00121273253328935	Pre-HIV+	BP	The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol.
s__Ruminococcus_bromii	GO:0000774	adenyl-nucleotide exchange factor activity	150	82	-0.129	0.311	0.44	0.00121309933538671	Pre-HIV+	MF	Stimulates the hydrolysis and exchange of adenyl nucleotides by other proteins.
s__Oscillibacter_sp._ER4	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	147	82	-0.302	0.141	0.442	0.00121381292309497	Non-HIV-	MF	Primary active carrier-mediated transport of a protein across a membrane, driven by the hydrolysis of the diphosphate bond of inorganic pyrophosphate, ATP, or another nucleoside triphosphate. The transport protein may or may not be transiently phosphorylated, but the substrate is not phosphorylated.
s__Ruminococcus_callidus	GO:0003979	UDP-glucose 6-dehydrogenase activity	148	82	-0.02	0.407	0.427	0.00121410821684953	Pre-HIV+	MF	Catalysis of the reaction: H(2)O + 2 NAD(+) + UDP-alpha-D-glucose = 3 H(+) + 2 NADH + UDP-alpha-D-glucuronate.
s__Bacteroides_xylanisolvens	GO:0006979	response to oxidative stress	146	75	0.265	0.628	0.364	0.00121450189787886	Pre-HIV+	BP	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.
s__Oscillibacter_sp._ER4	GO:0006470	protein dephosphorylation	147	82	0.009	-0.417	0.426	0.00121452666402644	Pre-HIV-	BP	The process of removing one or more phosphoric residues from a protein.
s__Intestinimonas_sp._MSJ_38	GO:0009113	purine nucleobase biosynthetic process	149	82	0.062	-0.371	0.433	0.00121466864726516	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine.
s__Intestinimonas_sp._MSJ_38	GO:0044038	cell wall macromolecule biosynthetic process	149	82	0.045	-0.385	0.431	0.00121774516832462	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of a macromolecule destined to form part of a cell wall.
s__Phocea_massiliensis	GO:0009165	nucleotide biosynthetic process	149	82	-0.075	-0.483	0.408	0.00121960692952228	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates).
s__Prevotella_sp._Marseille_P4119	GO:0004534	5'-3' exoribonuclease activity	114	65	-0.144	-0.577	0.433	0.00122031221593022	Pre-HIV-	MF	Catalysis of the sequential cleavage of mononucleotides from a free 5' terminus of an RNA molecule.
s__Intestinimonas_sp._MSJ_38	GO:0016755	transferase activity, transferring amino-acyl groups	149	82	0.045	-0.385	0.431	0.00122195591345853	Pre-HIV-	MF	Catalysis of the transfer of an amino-acyl group from one compound (donor) to another (acceptor).
s__Mediterraneibacter_glycyrrhizinilyticus	GO:0004397	histidine ammonia-lyase activity	150	71	-0.085	0.37	0.456	0.00122334279308589	Pre-HIV+	MF	Catalysis of the reaction: L-histidine = urocanate + NH3.
s__Mediterraneibacter_glycyrrhizinilyticus	GO:0006548	histidine catabolic process	150	71	-0.085	0.37	0.456	0.001223342793087	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of histidine, 2-amino-3-(1H-imidazol-4-yl)propanoic acid.
s__Faecalibacterium_sp._CLA_AA_H233	GO:0016793	triphosphoric monoester hydrolase activity	151	81	0.025	0.444	0.419	0.00122657151871453	Pre-HIV+	MF	Catalysis of the hydrolysis of a triphosphoester to give a triphosphate group and a free hydroxyl group.
s__Blautia_sp._Marseille_P3087	GO:0008113	peptide-methionine (S)-S-oxide reductase activity	150	82	0.027	-0.4	0.427	0.00122955758500565	Pre-HIV-	MF	Catalysis of the reactions: peptide-L-methionine + thioredoxin disulfide + H2O = peptide-L-methionine (S)-S-oxide + thioredoxin, and L-methionine + thioredoxin disulfide + H2O = L-methionine (S)-S-oxide + thioredoxin. Can act on oxidized methionine in peptide linkage with specificity for the S enantiomer. Thioredoxin disulfide is the oxidized form of thioredoxin.
s__Eubacterium_ramulus	GO:0046917	triphosphoribosyl-dephospho-CoA synthase activity	151	82	-0.11	0.327	0.437	0.00123250034929412	Pre-HIV+	MF	Catalysis of the reaction: ATP + 3-dephospho-CoA = 2'-(5''-triphosphoribosyl)-3'-dephospho-CoA + adenine.
s__Coprococcus_catus	GO:0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity	136	77	-0.022	0.419	0.441	0.00123312810228371	Pre-HIV+	MF	Catalysis of the reaction: (2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate + NAD(+) = 2,3-dihydroxybenzoate + H(+) + NADH.
s__Pseudoflavonifractor_sp._MSJ_30	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	150	82	-0.084	0.35	0.435	0.00123497490801716	Pre-HIV+	MF	Catalysis of the reaction: ATP + oxaloacetate = ADP + CO(2) + H(+) + phosphoenolpyruvate.
s__Faecalibacterium_sp._CLA_AA_H233	GO:0006450	regulation of translational fidelity	151	81	-0.115	-0.514	0.398	0.00123616166350393	Pre-HIV-	BP	Any process that modulates the ability of the translational apparatus to interpret the genetic code.
s__Prevotella_stercorea	GO:0006189	'de novo' IMP biosynthetic process	133	73	-0.114	-0.532	0.418	0.00124167410803855	Pre-HIV-	BP	The chemical reactions and pathways resulting in the formation of IMP, inosine monophosphate, by the stepwise assembly of a purine ring on ribose 5-phosphate.
s__Collinsella_sp._TF05_9AC	GO:0030435	sporulation resulting in formation of a cellular spore	135	76	-0.191	-0.581	0.39	0.00124256219203844	Pre-HIV-	BP	The process in which a relatively unspecialized cell acquires the specialized features of a cellular spore, a cell form that can be used for dissemination, for survival of adverse conditions because of its heat and dessication resistance, and/or for reproduction.
s__Dorea_sp._AM58_8	GO:0050992	dimethylallyl diphosphate biosynthetic process	151	82	-0.404	0.021	0.425	0.00124612683345715	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of dimethylallyl diphosphate.
s__Dorea_sp._AM58_8	GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity	151	82	-0.404	0.021	0.425	0.0012461268334607	Non-HIV-	MF	Catalysis of the reaction: (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + NAD(P)H + H+ = isopentenyl diphosphate + NAD(P)+ + H2O. Note that (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate is an alternative name for 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate.
s__Dorea_sp._AM58_8	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	151	82	-0.404	0.021	0.425	0.00124612683346159	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of isopentenyl diphosphate by the mevalonate-independent pathway. Isopentenyl diphosphate (IPP) is the fundamental unit in isoprenoid biosynthesis and is biosynthesized from pyruvate and glyceraldehyde 3-phosphate via intermediates, including 1-deoxy-D-xylulose 5-phosphate.
s__Simiaoa_sunii	GO:0006816	calcium ion transport	132	74	-0.131	0.332	0.463	0.00125967211580025	Pre-HIV+	BP	The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
s__Mediterraneibacter_glycyrrhizinilyticus	GO:0004418	hydroxymethylbilane synthase activity	151	82	0.328	-0.109	0.436	0.00126192238664435	Non-HIV+	MF	Catalysis of the reaction: H(2)O + 4 porphobilinogen = hydroxymethylbilane + 4 NH(4)(+).
s__Blautia_faecis	GO:0019365	pyridine nucleotide salvage	146	81	-0.135	0.308	0.443	0.00126485725344638	Pre-HIV+	BP	Any process that generates a pyridine nucleotide, a nucleotide characterized by a pyridine derivative as a nitrogen base, from derivatives of them without de novo synthesis.
s__Blautia_faecis	GO:0008936	nicotinamidase activity	146	81	-0.135	0.308	0.443	0.00126485725344705	Pre-HIV+	MF	Catalysis of the reaction: nicotinamide + H2O = nicotinate + NH3.
s__Eggerthella_lenta	GO:0050661	NADP binding	151	82	0.217	0.585	0.368	0.0012675047853099	Pre-HIV+	MF	Interacting selectively and non-covalently with nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH.
s__Holdemanella_porci	GO:0070573	metallodipeptidase activity	140	80	0.14	-0.308	0.448	0.00126778477955813	Pre-HIV-	MF	Catalysis of the hydrolysis of a dipeptide by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.
s__Oscillibacter_sp._MCC667	GO:0018142	protein-DNA covalent cross-linking	150	81	-0.325	-0.657	0.333	0.00127284814225104	Pre-HIV-	BP	The formation of a covalent cross-link between DNA and a protein.
s__Phascolarctobacterium_succinatutens	GO:0042301	phosphate ion binding	122	69	0.111	-0.365	0.476	0.00127585478211834	Pre-HIV-	MF	Interacting selectively and non-covalently with phosphate.
s__Adlercreutzia_equolifaciens	GO:0031167	rRNA methylation	149	82	-0.11	0.327	0.437	0.00127812953698592	Pre-HIV+	BP	The posttranscriptional addition of methyl groups to specific residues in an rRNA molecule.
s__Adlercreutzia_equolifaciens	GO:0065003	protein-containing complex assembly	149	82	-0.006	0.417	0.423	0.00127880220618493	Pre-HIV+	BP	The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex.
s__Roseburia_inulinivorans	GO:0004106	chorismate mutase activity	150	82	0.029	-0.397	0.426	0.00128051100817217	Pre-HIV-	MF	Catalysis of the reaction: chorismate = prephenate.
s__Vescimonas_fastidiosa	GO:0004788	thiamine diphosphokinase activity	146	82	-0.193	-0.569	0.377	0.00128510084239708	Pre-HIV-	MF	Catalysis of the reaction: ATP + thiamine = AMP + thiamine diphosphate.
s__Blautia_sp._OF03_15BH	GO:0006302	double-strand break repair	150	82	0.042	0.455	0.413	0.00128708477376915	Pre-HIV+	BP	The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix.
s__Ruminococcus_sp._210702_SL_1_03	GO:0018142	protein-DNA covalent cross-linking	141	80	-0.226	-0.596	0.371	0.00128991005904755	Pre-HIV-	BP	The formation of a covalent cross-link between DNA and a protein.
s__Blautia_faecis	GO:0000256	allantoin catabolic process	147	82	-0.407	0.019	0.426	0.00129141955778955	Non-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of allantoin, (2,5-dioxo-4-imidazolidinyl)urea.
s__Ruminococcus_bromii	GO:0051087	chaperone binding	150	82	-0.122	0.315	0.437	0.00129217009839278	Pre-HIV+	MF	Interacting selectively and non-covalently with a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport.
s__Ruminococcus_bromii	GO:0015934	large ribosomal subunit	150	82	-0.114	0.322	0.436	0.00129238923393737	Pre-HIV+	CC	The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site).
s__Phascolarctobacterium_succinatutens	GO:0009055	electron transfer activity	122	69	0.031	0.481	0.45	0.00129284295684928	Pre-HIV+	MF	Any molecular entity that serves as an electron acceptor and electron donor in an electron transport chain. An electron transport chain is a process in which a series of electron carriers operate together to transfer electrons from donors to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.
s__Collinsella_sp._TF05_9AC	GO:0008976	polyphosphate kinase activity	135	76	-0.034	0.41	0.444	0.00129305230784205	Pre-HIV+	MF	Catalysis of the reaction: ATP + phosphate(n) = ADP + phosphate(n+1).
s__Prevotella_copri	GO:0009226	nucleotide-sugar biosynthetic process	141	80	0.101	0.507	0.406	0.00130032265123536	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of nucleotide-sugars, any nucleotide-carbohydrate in which the distal phosphoric residue of a nucleoside 5'-diphosphate is in glycosidic linkage with a monosaccharide or monosaccharide derivative.
s__Simiaoa_sunii	GO:0019556	histidine catabolic process to glutamate and formamide	144	78	0.151	0.546	0.394	0.00130464928386598	Pre-HIV+	BP	The chemical reactions and pathways resulting in the breakdown of histidine into other compounds, including glutamate and formamide.
s__Suilimivivens_aceti	GO:0071949	FAD binding	150	82	-0.092	-0.494	0.401	0.00131958097572982	Pre-HIV-	MF	Interacting selectively and non-covalently with the oxidized form, FAD, of flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes.
s__Dorea_sp._AF36_15AT	GO:0019594	mannitol metabolic process	150	79	0.058	-0.376	0.434	0.00132285529231857	Pre-HIV-	BP	The chemical reactions and pathways involving mannitol, the alditol derived from D-mannose by reduction of the aldehyde group.
s__Clostridium_sp._OM08_29	GO:0030259	lipid glycosylation	108	67	0.093	-0.393	0.486	0.00132495761360252	Pre-HIV-	BP	Covalent attachment of a glycosyl residue to a lipid molecule.
