Taxa	GO	Description	cooccurrence_Non-HIV	cooccurrence_Pre-HIV	cor_Non-HIV	cor_Pre-HIV	diff_cor	p	sign	Ontology	Definition
s__Streptococcus_sp._F0442	GO:0004672	protein kinase activity	140	78	-0.013	0.393	0.406	0.0028721224660555	Pre-HIV+	MF	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.
s__Veillonella_nakazawae	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	138	75	0.006	0.415	0.408	0.00288630719004157	Pre-HIV+	BP	The uptake and phosphorylation of specific carbohydrates from the extracellular environment; uptake and phosphorylation are coupled, making the PTS a link between the uptake and metabolism of sugars; phosphoenolpyruvate is the original phosphate donor; phosphoenolpyruvate passes the phosphate via a signal transduction pathway, to enzyme 1 (E1), which in turn passes it on to the histidine protein, HPr; the next step in the system involves sugar-specific membrane-bound complex, enzyme 2 (EII), which transports the sugar into the cell; it includes the sugar permease, which catalyzes the transport reactions; EII is usually divided into three different domains, EIIA, EIIB, and EIIC.
s__Veillonella_nakazawae	GO:0006545	glycine biosynthetic process	138	75	-0.101	0.321	0.423	0.00289166724754097	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of glycine, aminoethanoic acid.
s__Veillonella_sp._oral_taxon_158	GO:0004156	dihydropteroate synthase activity	141	76	-0.331	0.087	0.418	0.00289633084280205	Non-HIV-	MF	Catalysis of the reaction: 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + 4-aminobenzoate = diphosphate + dihydropteroate.
s__Prevotella_vespertina	GO:0070475	rRNA base methylation	108	62	0.089	-0.375	0.465	0.00291417400785976	Pre-HIV-	BP	The addition of a methyl group to an atom in the nucleoside base portion of a nucleotide residue in an rRNA molecule.
s__Streptococcus_vestibularis	GO:0006012	galactose metabolic process	143	78	0.346	-0.064	0.411	0.00292167062271886	Non-HIV+	BP	The chemical reactions and pathways involving galactose, the aldohexose galacto-hexose. D-galactose is widely distributed in combined form in plants, animals and microorganisms as a constituent of oligo- and polysaccharides; it also occurs in galactolipids and as its glucoside in lactose and melibiose.
s__Veillonella_atypica	GO:0004146	dihydrofolate reductase activity	143	77	-0.022	0.385	0.407	0.00292460221773938	Pre-HIV+	MF	Catalysis of the reaction: 5,6,7,8-tetrahydrofolate + NADP+ = 7,8-dihydrofolate + NADPH + H+.
s__Veillonella_parvula	GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity	142	76	0.085	-0.332	0.416	0.00295184903924528	Pre-HIV-	MF	Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of a double-stranded DNA molecule.
s__Veillonella_sp._oral_taxon_158	GO:0008270	zinc ion binding	141	76	-0.306	0.114	0.419	0.00296638973756624	Non-HIV-	MF	Interacting selectively and non-covalently with zinc (Zn) ions.
s__Veillonella_atypica	GO:0004642	phosphoribosylformylglycinamidine synthase activity	141	74	0.073	-0.346	0.419	0.0029676301097239	Pre-HIV-	MF	Catalysis of the reaction: N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide + L-glutamine + ATP + H(2)O = 2-(formamido)-N(1)-(5-phospho-D-ribosyl)acetamidine + L-glutamate + ADP + 2 H(+) + phosphate.
s__Streptococcus_sp._HMSC061D10	GO:0044237	cellular metabolic process	143	77	-0.112	0.305	0.417	0.00296982290672876	Pre-HIV+	BP	The chemical reactions and pathways by which individual cells transform chemical substances.
s__Actinomyces_sp._oral_taxon_172	GO:0031469	polyhedral organelle	122	65	0.307	-0.147	0.454	0.00299208938609685	Non-HIV+	CC	An organelle found in bacteria consisting of a proteinaceous coat containing metabolic enzymes whose purpose is the sequestration or concentration of metabolites and which has the appearance of a polygonal granule by electron microscopy.
s__Prevotella_vespertina	GO:0008312	7S RNA binding	108	62	0.168	-0.303	0.471	0.00299921664485181	Pre-HIV-	MF	Interacting selectively and non-covalently with 7S RNA, the RNA component of the signal recognition particle (SRP).
s__Veillonella_nakazawae	GO:0051537	2 iron, 2 sulfur cluster binding	138	75	-0.003	-0.41	0.407	0.00300349860696625	Pre-HIV-	MF	Interacting selectively and non-covalently with a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands.
s__Veillonella_nakazawae	GO:0016866	intramolecular transferase activity	138	75	-0.077	0.341	0.419	0.00300354871107888	Pre-HIV+	MF	Catalysis of the transfer of a functional group from one position to another within a single molecule.
s__Actinomyces_sp._oral_taxon_172	GO:0006629	lipid metabolic process	127	68	-0.121	0.321	0.442	0.00301590938687291	Pre-HIV+	BP	The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.
s__Veillonella_sp._CLA_AA_H247	GO:0051304	chromosome separation	134	73	0.03	0.437	0.407	0.00303045891804543	Pre-HIV+	BP	The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II).
s__Haemophilus_parahaemolyticus	GO:0043883	malolactic enzyme activity	105	57	-0.011	-0.47	0.459	0.00303417249009397	Pre-HIV-	MF	Catalysis of the reaction: malate + H+ = L-lactate + CO2.
s__Haemophilus_parahaemolyticus	GO:0043464	malolactic fermentation	105	57	-0.011	-0.47	0.459	0.00303417249009708	Pre-HIV-	BP	The anaerobic enzymatic conversion of L-malate to L-lactate and carbon dioxide, yielding energy in the form of ATP.
s__Haemophilus_parainfluenzae	GO:0004722	protein serine/threonine phosphatase activity	142	76	-0.53	-0.16	0.37	0.00305041648768722	Non-HIV-	MF	Catalysis of the reaction: protein serine phosphate + H2O = protein serine + phosphate, and protein threonine phosphate + H2O = protein threonine + phosphate.
s__Haemophilus_parainfluenzae	GO:0004845	uracil phosphoribosyltransferase activity	143	77	-0.315	0.1	0.414	0.00305321979667861	Non-HIV-	MF	Catalysis of the reaction: diphosphate + UMP = 5-phospho-alpha-D-ribose 1-diphosphate + uracil.
s__Haemophilus_parainfluenzae	GO:0006223	uracil salvage	143	77	-0.315	0.1	0.414	0.00305321979668061	Non-HIV-	BP	Any process that generates uracil, 2,4-dioxopyrimidine, from derivatives of it without de novo synthesis.
s__Lachnoanaerobaculum_saburreum	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	115	58	0.118	-0.353	0.471	0.00305515228167619	Pre-HIV-	MF	Catalysis of the reaction: shikimate + NADP+ = 3-dehydroshikimate + NADPH + H+.
s__Rothia_sp._P3C3_S176	GO:0051073	adenosylcobinamide-GDP ribazoletransferase activity	116	66	0.028	-0.412	0.44	0.00305555256131962	Pre-HIV-	MF	Catalysis of the reaction: adenosylcobinamide-GDP + alpha-ribazole = GMP + adenosylcobalamin.
s__Rothia_sp._P3C3_S176	GO:0008818	cobalamin 5'-phosphate synthase activity	116	66	0.028	-0.412	0.44	0.00305555256132162	Pre-HIV-	MF	Catalysis of the reaction: adenosylcobinamide-GDP + alpha-ribazole-5'-phosphate = adenosylcobalamin-5'-phosphate + GMP.
s__Haemophilus_parainfluenzae	GO:0004749	ribose phosphate diphosphokinase activity	143	77	-0.427	-0.031	0.396	0.00306510784559122	Non-HIV-	MF	Catalysis of the reaction: D-ribose 5-phosphate + ATP = 5-phospho-alpha-D-ribose 1-diphosphate + AMP + 2 H(+).
s__Haemophilus_parainfluenzae	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	143	77	-0.524	-0.155	0.369	0.00306666237803843	Non-HIV-	MF	Catalysis of the transfer of an alkyl or aryl (but not methyl) group from one compound (donor) to another (acceptor).
s__Streptococcus_sp._Marseille_Q6470	GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	136	71	0.074	-0.351	0.426	0.00307028802624809	Pre-HIV-	MF	Catalysis of the reaction: N-acetyl-L-glutamate 5-semialdehyde + NADP+ + phosphate = N-acetyl-5-glutamyl phosphate + NADPH + H+.
s__Streptococcus_sp._1001283B150225_161107_H12	GO:0015976	carbon utilization	134	69	0.039	-0.386	0.425	0.00309162134329277	Pre-HIV-	BP	A series of processes that forms an integrated mechanism by which a cell or an organism detects the depletion of primary carbon sources and then activates genes to scavenge the last traces of the primary carbon source and to transport and metabolize alternative carbon sources such as carbon dioxide or carbonic acid. The utilization process begins when the cell or organism detects carbon levels, includes the activation of genes whose products detect, transport or metabolize carbon-containing substances, and ends when carbon is incorporated into the cell or organism's metabolism.
s__Streptococcus_cristatus	GO:0008901	ferredoxin hydrogenase activity	136	76	-0.31	0.11	0.42	0.00310594596496605	Non-HIV-	MF	Catalysis of the reaction: 2 reduced ferredoxin + 2 H+ = 2 oxidized ferredoxin + H2.
s__Veillonella_sp._S13053_19	GO:0008168	methyltransferase activity	138	75	-0.329	0.089	0.418	0.00312739103072901	Non-HIV-	MF	Catalysis of the transfer of a methyl group to an acceptor molecule.
s__Haemophilus_parainfluenzae	GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	143	77	-0.494	-0.117	0.378	0.00313121276082651	Non-HIV-	MF	Catalysis of the reaction: 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine + ATP = (2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl diphosphate + AMP + 2 H(+).
s__Veillonella_sp._S13053_19	GO:0097367	carbohydrate derivative binding	138	75	-0.313	0.106	0.419	0.00315742209397918	Non-HIV-	MF	Interacting selectively and non-covalently with a carbohydrate derivative.
s__Haemophilus_parainfluenzae	GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	143	77	-0.367	0.039	0.406	0.00315943085653836	Non-HIV-	MF	Catalysis of the reaction: 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate + ATP = (2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate + ADP + 2 H(+) + phosphate.
s__Veillonella_atypica	GO:0006545	glycine biosynthetic process	143	77	0.01	0.409	0.399	0.00317359201004264	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of glycine, aminoethanoic acid.
s__Prevotella_vespertina	GO:0008195	phosphatidate phosphatase activity	94	51	0.343	-0.167	0.51	0.0031739700536797	Non-HIV+	MF	Catalysis of the reaction: a 1,2-diacylglycerol 3-phosphate + H2O = a 1,2-diacyl-sn-glycerol + phosphate.
s__Rothia_sp._HMSC065C12	GO:0015822	ornithine transport	99	57	-0.065	-0.513	0.448	0.00318103691125771	Pre-HIV-	BP	The directed movement of ornithine, 2,5-diaminopentanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
s__Rothia_sp._HMSC065C12	GO:0015847	putrescine transport	99	57	-0.065	-0.513	0.448	0.00318103691125859	Pre-HIV-	BP	The directed movement of putrescine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Putrescine is 1,4-diaminobutane, the polyamine formed by decarboxylation of ornithine and the metabolic precursor of spermidine and spermine.
s__Rothia_sp._HMSC065C12	GO:0015496	putrescine:ornithine antiporter activity	99	57	-0.065	-0.513	0.448	0.00318103691126148	Pre-HIV-	MF	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: putrescine(out) + ornithine(in) = putrescine(in) + ornithine(out).
s__Haemophilus_parainfluenzae	GO:0019441	tryptophan catabolic process to kynurenine	136	72	-0.384	0.032	0.416	0.00320537050826619	Non-HIV-	BP	The chemical reactions and pathways resulting in the breakdown of tryptophan into other compounds, including kynurenine.
s__Streptococcus_pneumoniae	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	143	76	-0.6	-0.261	0.339	0.00320993079766341	Non-HIV-	MF	Catalysis of the reaction: 2-C-methyl-D-erythritol 4-phosphate + CTP = 4-CDP-2-C-methyl-D-erythritol + diphosphate.
s__Haemophilus_parainfluenzae	GO:0008961	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity	143	77	-0.401	-0.002	0.399	0.0032502307067146	Non-HIV-	MF	Catalysis of the transfer of the diacylglyceryl group from phosphatidylglycerol to the sulfhydryl group of the prospective N-terminal cysteine residue in an unmodified prolipoprotein.
s__Veillonella_sp._S13053_19	GO:1901135	carbohydrate derivative metabolic process	138	75	-0.318	0.099	0.418	0.00325770366737865	Non-HIV-	BP	The chemical reactions and pathways involving carbohydrate derivative.
s__Actinomyces_sp._S6_Spd3	GO:0070063	RNA polymerase binding	97	61	-0.111	0.363	0.473	0.00326155285081176	Pre-HIV+	MF	Interacting selectively and non-covalently with an RNA polymerase molecule or complex.
s__Veillonella_rogosae	GO:0000049	tRNA binding	139	78	-0.343	0.065	0.408	0.00326326285837819	Non-HIV-	MF	Interacting selectively and non-covalently with transfer RNA.
s__Actinomyces_sp._ICM58	GO:0006576	cellular biogenic amine metabolic process	111	59	0.323	-0.148	0.471	0.00326541333962793	Non-HIV+	BP	The chemical reactions and pathways occurring at the level of individual cells involving any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters.
s__Veillonella_dispar	GO:0015424	amino acid-transporting ATPase activity	143	77	-0.061	0.347	0.408	0.0032791915698358	Pre-HIV+	MF	Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + amino acid(out/in) = ADP + phosphate + amino acid(in/out).
s__Streptococcus_vestibularis	GO:0004056	argininosuccinate lyase activity	143	78	0.034	0.425	0.392	0.00329620617174564	Pre-HIV+	MF	Catalysis of the reaction: N-(L-arginino)succinate = fumarate + L-arginine.
s__Streptococcus_vestibularis	GO:0042450	arginine biosynthetic process via ornithine	143	78	0.034	0.425	0.392	0.00329620617174831	Pre-HIV+	BP	The chemical reactions and pathways resulting in the formation of arginine (2-amino-5-guanidinopentanoic acid) via the intermediate compound ornithine.
s__Prevotella_melaninogenica	GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	139	74	0.372	-0.04	0.412	0.00329740491189723	Non-HIV+	MF	Catalysis of the reaction: (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + H2O + 2 oxidized ferredoxin = 2-C-methyl-D-erythritol 2,4-cyclodiphosphate + 2 reduced ferredoxin.
s__Veillonella_sp._S13053_19	GO:0009446	putrescine biosynthetic process	138	75	-0.344	0.07	0.414	0.00329893325396147	Non-HIV-	BP	The chemical reactions and pathways resulting in the formation of putrescine, 1,4-diaminobutane; putrescine can be synthesized from arginine or ornithine and is the metabolic precursor of spermidine and spermine.
s__Gemella_sanguinis	GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	136	74	0.023	-0.387	0.41	0.00331761194784441	Pre-HIV-	MF	Catalysis of the reaction: N-acetyl-L-glutamate 5-semialdehyde + NADP+ + phosphate = N-acetyl-5-glutamyl phosphate + NADPH + H+.
s__Veillonella_sp._CLA_AA_H247	GO:0009372	quorum sensing	134	73	-0.331	0.09	0.421	0.00333683711862198	Non-HIV-	BP	The process in which single-celled organisms monitor their population density by detecting the concentration of small, diffusible signal molecules produced by the cells themselves.
s__Streptococcus_rubneri	GO:0006824	cobalt ion transport	135	75	0.303	-0.116	0.419	0.00335060229770434	Non-HIV+	BP	The directed movement of cobalt (Co) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.
s__Veillonella_rogosae	GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	134	71	-0.35	0.073	0.423	0.00335141838765973	Non-HIV-	MF	Catalysis of the hydrolysis of ester linkages within ribonucleic acids by creating internal breaks to yield 5'-phosphomonoesters.
